"","dhs_id","site_id","site_name","latitude","longitude","rural_urban","country","country_id","continent_id","month_start","year_start","month_end","year_end","lower_age","upper_age","examined","positive","pr","species","method","rdt_type","pcr_type","malaria_metrics_available","location_available","permissions_info","citation1","citation2","citation3"
"1045","UG201600000266",NA,"",NA,NA,"","Uganda","UGA","Africa",7,2016,7,2016,0.7,4,6,0,0,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1046","UG201600000267",NA,"",NA,NA,"","Uganda","UGA","Africa",11,2016,11,2016,0.7,4,12,8,0.6667,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1047","UG201600000268",NA,"",NA,NA,"","Uganda","UGA","Africa",11,2016,11,2016,1.2,5,12,8,0.6667,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1048","UG201600000269",NA,"",NA,NA,"","Uganda","UGA","Africa",11,2016,11,2016,0.5,5,16,8,0.5,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1049","UG201600000270",NA,"",NA,NA,"","Uganda","UGA","Africa",11,2016,11,2016,0.8,5,15,12,0.8,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1050","UG201600000271",NA,"",NA,NA,"","Uganda","UGA","Africa",11,2016,11,2016,0.7,5,12,3,0.25,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1051","UG201600000272",NA,"",NA,NA,"","Uganda","UGA","Africa",10,2016,10,2016,1.1,5,16,9,0.5625,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1052","UG201600000273",NA,"",NA,NA,"","Uganda","UGA","Africa",10,2016,10,2016,1.1,5,12,7,0.5833,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1053","UG201600000274",NA,"",NA,NA,"","Uganda","UGA","Africa",10,2016,10,2016,0.6,5,11,9,0.8182,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1054","UG201600000275",NA,"",NA,NA,"","Uganda","UGA","Africa",10,2016,10,2016,0.5,5,13,5,0.3846,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1055","UG201600000276",NA,"",NA,NA,"","Uganda","UGA","Africa",9,2016,10,2016,0.5,5,16,14,0.875,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1056","UG201600000277",NA,"",NA,NA,"","Uganda","UGA","Africa",10,2016,10,2016,0.8,5,14,9,0.6429,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1057","UG201600000278",NA,"",NA,NA,"","Uganda","UGA","Africa",10,2016,10,2016,0.5,5,7,4,0.5714,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1058","UG201600000279",NA,"",NA,NA,"","Uganda","UGA","Africa",9,2016,9,2016,0.7,4,17,0,0,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1059","UG201600000280",NA,"",NA,NA,"","Uganda","UGA","Africa",9,2016,9,2016,0.8,5,10,3,0.3,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1060","UG201600000281",NA,"",NA,NA,"","Uganda","UGA","Africa",9,2016,9,2016,0.9,5,6,1,0.1667,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1061","UG201600000282",NA,"",NA,NA,"","Uganda","UGA","Africa",9,2016,9,2016,0.8,5,10,3,0.3,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1062","UG201600000283",NA,"",NA,NA,"","Uganda","UGA","Africa",9,2016,9,2016,0.6,4,7,1,0.1429,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1063","UG201600000284",NA,"",NA,NA,"","Uganda","UGA","Africa",8,2016,8,2016,1.3,5,7,4,0.5714,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1064","UG201600000285",NA,"",NA,NA,"","Uganda","UGA","Africa",8,2016,8,2016,0.9,4,7,5,0.7143,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1065","UG201600000286",NA,"",NA,NA,"","Uganda","UGA","Africa",8,2016,8,2016,0.7,4,12,8,0.6667,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1066","UG201600000287",NA,"",NA,NA,"","Uganda","UGA","Africa",9,2016,9,2016,1,4,6,2,0.3333,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1067","UG201600000288",NA,"",NA,NA,"","Uganda","UGA","Africa",10,2016,10,2016,0.9,5,7,0,0,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1068","UG201600000289",NA,"",NA,NA,"","Uganda","UGA","Africa",8,2016,8,2016,1.2,5,16,9,0.5625,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1069","UG201600000290",NA,"",NA,NA,"","Uganda","UGA","Africa",10,2016,10,2016,1.3,4,5,0,0,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1070","UG201600000291",NA,"",NA,NA,"","Uganda","UGA","Africa",11,2016,11,2016,0.8,5,9,3,0.3333,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1071","UG201600000292",NA,"",NA,NA,"","Uganda","UGA","Africa",10,2016,10,2016,2,5,6,2,0.3333,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1072","UG201600000293",NA,"",NA,NA,"","Uganda","UGA","Africa",10,2016,10,2016,0.8,5,8,0,0,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1073","UG201600000294",NA,"",NA,NA,"","Uganda","UGA","Africa",6,2016,6,2016,0.5,5,10,6,0.6,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1074","UG201600000295",NA,"",NA,NA,"","Uganda","UGA","Africa",6,2016,6,2016,0.8,5,11,8,0.7273,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1075","UG201600000296",NA,"",NA,NA,"","Uganda","UGA","Africa",6,2016,6,2016,0.6,5,10,9,0.9,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1076","UG201600000297",NA,"",NA,NA,"","Uganda","UGA","Africa",7,2016,7,2016,0.9,5,11,11,1,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1077","UG201600000298",NA,"",NA,NA,"","Uganda","UGA","Africa",7,2016,7,2016,0.5,5,12,11,0.9167,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1078","UG201600000299",NA,"",NA,NA,"","Uganda","UGA","Africa",7,2016,7,2016,1.3,4,6,5,0.8333,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1079","UG201600000300",NA,"",NA,NA,"","Uganda","UGA","Africa",7,2016,7,2016,1,3,6,6,1,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1080","UG201600000301",NA,"",NA,NA,"","Uganda","UGA","Africa",7,2016,7,2016,2,3,6,6,1,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1081","UG201600000302",NA,"",NA,NA,"","Uganda","UGA","Africa",7,2016,7,2016,0.9,5,5,4,0.8,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1082","UG201600000303",NA,"",NA,NA,"","Uganda","UGA","Africa",11,2016,11,2016,1,4,7,0,0,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1083","UG201600000304",NA,"",NA,NA,"","Uganda","UGA","Africa",10,2016,10,2016,0.5,4,3,1,0.3333,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1084","UG201600000305",NA,"",NA,NA,"","Uganda","UGA","Africa",8,2016,8,2016,1.7,4,7,2,0.2857,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1085","UG201600000306",NA,"",NA,NA,"","Uganda","UGA","Africa",8,2016,8,2016,0.8,5,6,0,0,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1086","UG201600000307",NA,"",NA,NA,"","Uganda","UGA","Africa",7,2016,7,2016,0.4,4,10,8,0.8,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1087","UG201600000308",NA,"",NA,NA,"","Uganda","UGA","Africa",7,2016,7,2016,1.5,5,5,3,0.6,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1088","UG201600000309",NA,"",NA,NA,"","Uganda","UGA","Africa",7,2016,8,2016,0.9,5,7,4,0.5714,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1089","UG201600000310",NA,"",NA,NA,"","Uganda","UGA","Africa",7,2016,7,2016,0.5,5,14,6,0.4286,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1090","UG201600000311",NA,"",NA,NA,"","Uganda","UGA","Africa",7,2016,7,2016,0.8,5,10,7,0.7,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1091","UG201600000312",NA,"",NA,NA,"","Uganda","UGA","Africa",7,2016,7,2016,1.6,5,11,9,0.8182,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
"1092","UG201600000313",NA,"",NA,NA,"","Uganda","UGA","Africa",8,2016,8,2016,1,5,14,10,0.7143,"P. falciparum","RDT","Unknown",NA,"true","false","Site data available from www.measuredhs.com"," (2016). <i>Uganda Demographic and Health Survey 2016.</i> DHS Survey ID 504. Kampala. Uganda Bureau of Statistics. 1-625"," (2012). <b>MEASURE DHS data downloads webpage.</b> Calverton. USAID.",NA
